sort,Superfam_#,subfam_#,Superfamily,Family,Subfamily,Current_valid_binomen,Author_yr,BCI_BIN,Source_Basset,Source_BOLD,Source_iNat,Source_CanalZone,Source_Literature,Timeframe_Jan2023,Timeframe_Nov2023,Timeframe_Historic
3507,93,93,NOCTUOIDEA,Notodontidae,Hemiceratinae,Hemiceras quebra,"Schaus, 1901",n.a.,,,,,?Forbes,,,
3508,93,93,NOCTUOIDEA,Notodontidae,Hemiceratinae,Hemiceras soso,"Dyar, 1908",n.a.,,,,,Forbes,,,1
3512,93,93,NOCTUOIDEA,Notodontidae,Hemiceratinae,Hemiceras sparsipennis,"Walker, [1858]",n.a.,,,1,,Forbes,1,1,1
3513,93,93,NOCTUOIDEA,Notodontidae,Hemiceratinae,Hemiceras subochraceum,"Walker, 1867",n.a.,,,,,Forbes,,,1
3514,93,93,NOCTUOIDEA,Notodontidae,Hemiceratinae,Hemiceras vecina,"Schaus, 1901",n.a.,,,1,,Forbes,1,1,1
3515,93,93,NOCTUOIDEA,Notodontidae,Hemiceratinae,Hemiceras vinicosta,"Guenee, 1852",n.a.,,,1,,Forbes,1,1,1
3516,93,93,NOCTUOIDEA,Notodontidae,Hemiceratinae,Hemiceras zula,"Schaus, 1911",n.a.,,,,,Forbes,,,1
3540,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Crambophilia majorcula,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3541,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Crambophilia minorcula,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3542,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Lascoria cristata,"Schaus, 1916",n.a.,,,,OD_Schaus,,,,1
3543,93,93,Noctuoidea,Erebidae,Herminiinae,Leucatomis incondita,,,,,1,,,1,,
3544,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Palthis incuriosa,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3545,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Periphrage barbatula,"Herrich-Schäffer, 1853",BOLD:AAD8128,,1,,,,,1,
3546,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Pogopus mictochroma,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3547,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Redectis perdiccas,"(Schaus, 1916)",n.a.,,,,OD_Schaus,,,,1
3548,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Redectis straminea,"(Hampson, 1926)",n.a.,,,,OD_Hampson,,,,1
3549,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Rejectaria craftsalis,"Schaus, 1916",n.a.,,,,OD_Schaus,,,,1
3550,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Rejectaria pallescens,"(Dognin, 1914)",n.a.,,1,,,,,,
3551,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Rejectaria parvipunctalis,"Schaus, 1916",n.a.,,,1,,,1,,
3554,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Renia turpis,"Schaus, 1912",BOLD:ABZ0790,,1,,,,,1,
3556,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Salia submarcata,"(Schaus, 1916)",BOLD:AAX5084,,1,,,,1,1,
3557,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Strathocles imitata,"Druce, 1891",unassigned,,1,,OD_Druce,,,,1
3558,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Synomera corazalis,"Schaus, 1916",n.a.,,,,OD_Schaus,,,,1
3559,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Synomera crafti,"Schaus, 1916",n.a.,,,,OD_Schaus,,,,1
3560,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Synomera isthmialis,"Schaus, 1916",n.a.,,,,OD_Schaus,,,,1
3561,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Tarista albiapicalis,"Schaus, 1916",n.a.,,,1,OD_Schaus,,,1,1
3562,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Tineocephala judis,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3563,93,93,NOCTUOIDEA,Erebidae,Herminiinae,Trachysmatis ignobilis,"Schaus, 1916",n.a.,,,,OD_Schaus,,,,1
3565,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Antaea lichyi,,,,,1,,,,1,
3572,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Disphragisella delira,,,,,1,,,1,1,
3573,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Euphastia nubila,,,,,1,,,1,1,
3574,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Ginaldia causia,,,,,1,,,,1,
3575,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Ginaldia lineata,,,,,1,,,1,,
3579,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Skaphita salona,,,,,1,,,,1,
3580,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Xylodonta scottmilleri,,,,,1,,,,1,
3583,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Anita basipuncta,"Schaus, 1901",n.a.,,,1,,Forbes,,1,1
3584,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Antaea juturna,"(Cramer, 1777)",n.a.,,,,,Forbes,,,1
3585,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Apela divisa,"Walker, 1855",n.a.,,,1,,Forbes,1,1,1
3586,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Apela neobule,"(Druce, 1904)",n.a.,,,,,Forbes,,,1
3587,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Apela rufinsulae,"Forbes, 1939",n.a.,,,,,Forbes,,,1
3588,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Bifargia felderi,"(Schaus, 1901)",n.a.,,,,,Forbes,,,1
3589,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Bittacochroma muscosula,"(Forbes, 1939)",n.a.,,,1,,Forbes,1,1,1
3590,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Canodia difformis,"Herrich-Schäffer, 1854",BOLD:AAI6442,,1,,,Forbes,,1,1
3591,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Cecrita biundata,"(Walker, 1855)",n.a.,,,,,Forbes,,,1
3592,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Cecrita lama,"(Schaus, 1905)",n.a.,,,1,,Forbes,1,,1
3593,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Cecrita macarisma,"(Dyar, 1915)",BOLD:AAB1729,,1,,,,,,
3594,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Cecrita perplexa,"(Schaus, 1911)",n.a.,,,,,Forbes,,,1
3595,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Colax apulus,"(Cramer, 1776)",n.a.,,,,,Forbes,,,1
3596,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Disphragis perses,"(Druce, 1900)",n.a.,,,,,Forbes,,,1
3598,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Disphragis tharis,"(Stoll, 1782)",BOLD:AAB6166,,1,,,Forbes,1,1,1
3599,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Disphragis viridiflava,"(Dognin, 1911)",n.a.,,,1,,,1,,
3600,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Disphragisella baracoana,"(Schaus, 1904)",n.a.,,,,,Forbes,,,1
3601,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Dottia viridifusca,"(Schaus, 1905)",n.a.,,,,,?Forbes,,,
3602,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Drugera mimica,"Druce, 1911",BOLD:AAA3284,,1,,,,,1,
3603,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Eragisa juvenis,"Schaus, 1910",BOLD:AAD9246,,1,,,,,,
3604,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Etobesa ligneata,"Walker, 1865",n.a.,,,,,Forbes,,,1
3605,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Antaea juturna,"(Cramer, 1777)",BOLD:ABU6765,,1,,,,1,1,
3606,93,93,Noctuoidea,Notodontidae,Heterocampinae,Farigia montana,,,,,1,,,,1,
3607,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Ginaldia arecosa,"(Druce, 1898)",n.a.,,,,Forbes,,,,1
3608,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Ginaldia bianca,"(Schaus, 1892)",n.a.,,,,,Forbes,,,1
3609,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Ginaldia cucullioides,"(Schaus, 1905)",n.a.,,,,,Forbes,,,1
3610,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Ginaldia distinguenda,"(Walker, 1856)",n.a.,,,,,Forbes,,,1
3611,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Goodgeria apella,"(Schaus, 1892)",n.a.,,,1,,Forbes,1,1,1
3612,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Goodgeria notabilis,"(Schaus, 1905)",n.a.,,,,,Forbes,,,1
3613,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Heorta biplaga,"(Schaus, 1905)",n.a.,,,1,,Forbes,,1,1
3614,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Heorta consociata,"(Schaus, 1905)",n.a.,,,1,,Forbes,1,,1
3615,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Ianassa violascens,"(Herrich-Schäffer, [1855])",n.a.,,,,,Forbes,,,1
3616,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Kalkoma muscosula,"Forbes, 1939",n.a.,,,1,,,1,,
3617,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Kurtia cymantis,"(Schaus, 1905)",n.a.,,,,,Forbes,,,1
3618,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Lirimiris auriflua,"Draudt, 1932",n.a.,,,,,Forbes,,,1
3620,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Luca livida,"(Schaus, 1911)",n.a.,,,,,Forbes,,,1
3621,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Magava multilinea,"Walker, 1865",n.a.,,,1,,Forbes,1,,1
3623,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Malocampa albolineata,"(Druce, 1887)",n.a.,,,1,,,1,,
3624,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Malocampa matralis,"Schaus, 1911",n.a.,,,,,Forbes,,,1
3625,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Malocampa puella,"Dyar, 1908",n.a.,,,,,Forbes,,,1
3626,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Malocampa satis,"(Druce, 1898)",BOLD:ADN0435,,1,,,,,,
3627,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Malocampa sida,"(Schaus, 1892)",n.a.,,,,,Forbes,,,1
3628,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Malocampa subguttata,"(Walker, 1855)",n.a.,,,,,Forbes,,,1
3629,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Malocampa ziliante,"(Stoll, 1782)",n.a.,,,,,Forbes,,,1
3630,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Meragisa valdiviesoi,"(Dognin, 1890)",n.a.,,,,,Forbes,,,1
3631,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Naprepa houla,"Dyar, 1910",n.a.,,,,,Forbes,,,1
3632,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Nesebroides mineti,"Thiaucourt, 1991",BOLD:AAK4029,,1,,,,,,
3633,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Peroara albidiscata,"(Schaus, 1904)",unassigned,,1,,,Forbes,,,1
3634,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Phastia alcimede,"(Druce, 1890)",n.a.,,,1,,Forbes,1,,1
3635,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Phastia walkeri,"Thiaucourt, 2007",n.a.,,,,,Forbes,,,1
3636,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rhapigia accipiter,"(Schaus, 1892)",n.a.,,,,,Forbes,,,1
3637,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rhapigia aymara,"(Schaus, 1905)",n.a.,,,,,Forbes,,,1
3638,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rhuda difficilis,"Schaus, 1911",BOLD:ACE9143,,1,,,,,1,
3639,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rhuda focula,"(Stoll, 1782)",n.a.,,,1,,Forbes,,1,1
3640,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rifargia altilis,"(Schaus, 1911)",n.a.,,,,,Forbes,,,1
3641,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rifargia apella,"(Schaus, 1892)",n.a.,,,1,,,1,,
3642,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rifargia causia,"(Schaus, 1892)",BOLD:AAE2974,,1,,,,,,
3643,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rifargia demissa,"Schaus, 1906",BOLD:AAB0298,,1,,,,,1,
3644,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rifargia gelduba,"Schaus, 1892",n.a.,,,,,Forbes,,,1
3645,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rifargia lineata,"(Druce, 1887)",BOLD:AAE7892,,1,,,,1,1,
3647,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rifargia xylinoides,"Walker, 1862",n.a.,,,1,,,1,,
3648,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rosema deolis,"(Cramer, 1775)",n.a.,,,,,Forbes,,,1
3649,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Rosema zelica,"(Stoll, 1790)",n.a.,,,,,Forbes,,,1
3650,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Sericochroa demissa,"(Schaus, 1905)",n.a.,,,1,,Forbes,1,1,1
3651,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Sericochroa myconos,"(Schaus, 1892)",n.a.,,,,,Forbes,,,1
3652,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Skaphita cubana,"(Grote, 1865)",n.a.,,,,,Forbes,,,1
3653,93,93,NOCTUOIDEA,Notodontidae,Heterocampinae,Toulgoetigia pallida,"(Schaus, 1894)",BOLD:AAB3958,,1,,,Forbes,1,1,1
3656,93,93,NOCTUOIDEA,Erebidae,Hypenodinae,Hypenodes crambiformis,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3657,93,93,NOCTUOIDEA,Erebidae,Hypenodinae,Schrankia flualis,"(Schaus, 1916)",BOLD:ADR3240,,1,,OD_Schaus,,,,1
3658,93,93,NOCTUOIDEA,Erebidae,Hypenodinae,Schrankia musalis,"(Schaus, 1916)",n.a.,,1,,OD_Schaus,,,,1
3659,93,93,Noctuoidea,Noctuidae,Noctuinae,Neophaenis aedemon,,,,,1,,,,1,
3660,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Elaphria deltoides,,,,,1,,,1,,
3661,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Elaphria devara,,,,,1,,,,1,
3662,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Gonodes obliqua,,,,,1,,,,1,
3663,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Chytonix mniochroa,"Hampson, 1908",BOLD:AAJ0956,,1,,,,,,
3664,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Elaphria ipsidomo,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3665,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Elaphria lithotela,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3666,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Elaphria micromma,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3667,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Elaphria trolia,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3668,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Gonodes cuneata,"Dyar, 1914",n.a.,,,1,OD_Dyar,,1,1,1
3669,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Gonodes densissima,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3670,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Gonodes echion,"Schaus, 1914",n.a.,,,1,,,1,1,
3672,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Polionycta dimorpha,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3673,93,93,Noctuoidea,Noctuidae,Noctuinae,Callopistria dapsilis,,,,,1,,,,1,
3674,93,93,Noctuoidea,Noctuidae,Noctuinae,Callopistria floridensis,,,,,1,,,,1,
3675,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Marilopteryx lamptera,"Druce, 1890",BOLD:ACJ4717,,1,,,,,,
3677,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Xanthopastis molinoi,"Dyar, 1919",n.a.,,,,OD_Dyar,,,,1
3678,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Arsaciodes rufa,"Schaus, 1912",BOLD:AAK4058,,1,,,,,,
3679,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Leucania seteci,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3680,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Feltia repleta,"Walker, 1857",n.a.,,,1,,,1,,
3682,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Spodoptera evanida,,,,,1,,,1,1,
3683,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Spodoptera androgea,"(Stoll, 1781)",BOLD:ABZ1417,,1,,,,,,
3684,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Spodoptera dolichos,"(Fabricius, 1794)",n.a.,,,1,,,1,,
3685,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Spodoptera latifascia,"Walker, 1856",BOLD:AAA5443,,1,,,,,,
3686,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Leucosigma reletiva,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3687,93,93,NOCTUOIDEA,Noctuidae,Noctuinae,Stauropides persimilis,"Hampson, 1909",BOLD:AEC5300,,1,,,,,1,
3688,93,93,NOCTUOIDEA,Nolidae,Nolinae,Meganola polyodonta,,,,,1,,,,1,
3689,93,93,NOCTUOIDEA,Nolidae,Nolinae,Meganola atypica,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3690,93,93,NOCTUOIDEA,Nolidae,Nolinae,Meganola hypopecta,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3691,93,93,NOCTUOIDEA,Nolidae,Nolinae,Meganola melletes,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3692,93,93,NOCTUOIDEA,Nolidae,Nolinae,Meganola micropecta,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3693,93,93,NOCTUOIDEA,Nolidae,Nolinae,Meganola pecta,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3694,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola aeschyntela,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3695,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola brunneifera,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3696,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola contorta,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3697,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola flavescens,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3698,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola habrophyes,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3699,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola nephelepasa,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3700,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola prothyma,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3701,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola quintessa,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3702,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola sylpha,"(Dyar, 1914)",n.a.,,,,OD_Dyar,,,,1
3703,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola triplaga,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3704,93,93,NOCTUOIDEA,Nolidae,Nolinae,Nola zeteci,"Dyar, 1914",n.a.,,,,OD_Dyar,,,,1
3705,93,93,NOCTUOIDEA,Notodontidae,Notodontinae,Drugera morona,"(Druce, 1898)",n.a.,,,,,Forbes,,,1
3706,93,93,NOCTUOIDEA,Notodontidae,Notodontinae,Peroara discovata,"Schaus, 1922",BOLD:AAN3751,,1,,,,,,
3714,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea erikabjerstromae,,,,,1,,,,1,
3716,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Poresta lanassa,,,,,1,,,,1,
3718,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Strophocerus albonotata,,,,,1,,,,1,
3719,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Tagela cayuga,,,,,1,,,,1,
3721,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Ankale concordens,"(Dyar, 1918)",n.a.,,,,,Forbes,,,1
3722,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Ankale mixta,"(Möschler, 1883)",n.a.,,,1,,,1,,
3723,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Antiopha multilinea,"Schaus, 1901",n.a.,,,1,,Forbes,1,1,1
3724,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Calledema arema,"Schaus, 1905",n.a.,,,1,,Forbes,1,,1
3725,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Calledema argenta,"Schaus, 1905",n.a.,,,1,,,1,,
3727,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Calledema contingata,"(Möschler, 1883)",n.a.,,,,Forbes,Forbes,,,1
3728,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Calledema humboldti,"(Thiaucourt, 1985)",n.a.,,,1,,,1,1,
3729,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Calledema jocasta,"Schaus, 1901",n.a.,,,,,Forbes,,,1
3730,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Calledema marmorea,"Butler, 1878",BOLD:AAI6731,,1,,,Forbes,1,1,1
3731,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Calledema rufescens,"(Schaus, 1905)",n.a.,,,,,Forbes,,,1
3732,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Dasylophia terrena,"(Schaus, 1892)",n.a.,,,1,,,1,,
3733,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Didugua argentilinea,"Druce, 1891",n.a.,,,1,,Forbes,1,,1
3734,93,93,Noctuoidea,Notodontidae,Nystaleinae,Elasmia perses,,,,,1,,,,1,
3735,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Elymiotis alata,"(Druce, 1890)",n.a.,,,,,Forbes,,,1
3736,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Elymiotis ancora,"(Felder & Felder, 1874)",BOLD:AAA5461,,1,,,,,,
3737,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Elymiotis longara,"(Stoll, 1790)",n.a.,,,,,Forbes,,,1
3738,93,93,Noctuoidea,Notodontidae,Nystaleinae,Euxoga balba,,,,,1,,,,1,
3739,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Lepasta bractea,"(Felder, 1874)",n.a.,,,,,Forbes,,,1
3740,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Lepasta lanassa,"(Druce, 1890)",BOLD:AAA9223,,1,,,,,,
3741,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Lepasta maltha,"Schaus, 1906",n.a.,,,1,,,1,,
3742,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Lepasta mixta,"Möschler, 1883",n.a.,,,1,,Forbes,1,1,1
3743,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Lusura chera,"(Drury, 1773)",n.a.,,,,,Forbes,,,1
3744,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Marthula pleione,"Schaus, 1892",BOLD:AAL9004,,1,,,,,1,
3745,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Marthula rufescens,"Schaus, 1910",n.a.,,,,,Forbes,,,1
3746,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Notoplusia flavodiscata,"(Dognin, 1911)",BOLD:AFS7303,,1,,,Forbes,1,1,1
3747,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nycterotis aroata,"(Schaus, 1901)",n.a.,,,,,Forbes,,,1
3748,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nycterotis lignicolor,"(Möschler, 1877)",n.a.,,,1,,Forbes,,1,1
3749,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nycterotis xylinoides,"(Walker, 1866)",n.a.,,,,,Forbes,,,1
3750,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea aequipars,"Walker, 1858",n.a.,,,,,Forbes,,,1
3751,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea ebalea,"(Stoll, 1780)",n.a.,,,,,Forbes,,,1
3752,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea joanna,"(Schaus, 1905)",n.a.,,,,,Forbes,,,1
3753,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea nyseus,"(Cramer, 1775)",n.a.,,,,,Forbes,,,1
3754,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea ocellata,"Rothschild, 1917",n.a.,,,,,Forbes,,,1
3755,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea porgana,"Schaus, 1905",n.a.,,,,,Forbes,,,1
3756,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Nystalea superciliosa,"Guenee, 1852",BOLD:AAA8476,,1,,,Forbes,,1,1
3757,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Phedosia turbida,"Möschler, 1878",n.a.,,,,,Forbes,,,1
3758,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Phyllopalpia maltha,"(Schaus, 1905)",n.a.,,,1,,Forbes,1,,1
3759,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Phyllopalpia marcella,"(Schaus, 1911)",n.a.,,,1,,Forbes,,1,1
3760,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Poresta lophocera,,,,,,,,,,
3761,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Strophocerus albonotatus,"(Druce, 1909)",n.a.,,,,,Forbes,,,1
3763,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Strophocerus thermesia,"(Felder, 1874)",BOLD:AAB3591,,1,,,Forbes,1,1,1
3764,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Tachuda albosigma,"(Druce, 1887)",n.a.,,,,,Forbes,,,1
3765,93,93,NOCTUOIDEA,Notodontidae,Nystaleinae,Tachuda discreta,"Schaus, 1905",n.a.,,,,,Forbes,,,1
